chrom	start	end	name	ctcf_occupancy	ctcf_frac
chr22	43230808	43231960	CTCF_90270	59	1.0
chr22	43244280	43244850	CTCF_90271	7	0.1186
chr22	43270205	43270885	CTCF_90272	21	0.3559
chr22	43272795	43273215	CTCF_90273	3	0.0508
chr22	43273724	43274528	CTCF_90274	59	1.0
chr22	43290210	43290790	CTCF_90275	1	0.0169
chr22	43293710	43294154	CTCF_90276	3	0.0508
chr22	43297847	43298275	CTCF_90277	3	0.0508
chr22	43298457	43298710	CTCF_90278	2	0.0339
chr22	43301327	43301797	CTCF_90279	1	0.0169
chr22	43343493	43343937	CTCF_90280	1	0.0169
chr22	43346200	43347135	CTCF_90281	59	1.0
chr22	43385399	43386397	CTCF_90282	59	1.0
chr22	43386663	43387343	CTCF_90283	3	0.0508
chr22	43388004	43389030	CTCF_90284	59	1.0
chr22	43392519	43392749	CTCF_90285	1	0.0169
chr22	43400345	43400721	CTCF_90286	2	0.0339
chr22	43409851	43410135	CTCF_90287	3	0.0508
chr22	43427589	43428269	CTCF_90288	7	0.1186
chr22	43436357	43437037	CTCF_90289	1	0.0169
chr22	43442146	43442826	CTCF_90290	4	0.0678
chr22	43446697	43447549	CTCF_90291	6	0.1017
chr22	43476419	43476727	CTCF_90292	9	0.1525
chr22	43481429	43482332	CTCF_90293	17	0.2881
chr22	43515785	43516351	CTCF_90294	11	0.1864
chr22	43536847	43537680	CTCF_90295	16	0.2712
chr22	43592365	43593109	CTCF_90296	22	0.3729
chr22	43624515	43624768	CTCF_90297	3	0.0508
chr22	43625455	43625799	CTCF_90298	2	0.0339
chr22	43661383	43662233	CTCF_90299	5	0.0847
chr22	43742975	43743813	CTCF_90300	19	0.322
chr22	43747894	43748190	CTCF_90301	3	0.0508
chr22	43783549	43784479	CTCF_90302	20	0.339
chr22	43789358	43790008	CTCF_90303	1	0.0169
chr22	43790468	43790888	CTCF_90304	2	0.0339
chr22	43796476	43797359	CTCF_90305	36	0.6102
chr22	43812085	43812495	CTCF_90306	1	0.0169
chr22	43826245	43827016	CTCF_90307	40	0.678
chr22	43828063	43828618	CTCF_90308	8	0.1356
chr22	43828815	43829324	CTCF_90309	13	0.2203
chr22	43848520	43849249	CTCF_90310	40	0.678
chr22	43860422	43860682	CTCF_90311	1	0.0169
chr22	43867939	43868219	CTCF_90312	1	0.0169
chr22	43882827	43883741	CTCF_90313	56	0.9492
chr22	43884699	43885678	CTCF_90314	59	1.0
chr22	43889757	43890237	CTCF_90315	15	0.2542
chr22	43891489	43892139	CTCF_90316	2	0.0339
chr22	43896105	43896966	CTCF_90317	7	0.1186
chr22	43904189	43905130	CTCF_90318	40	0.678
chr22	43910058	43910708	CTCF_90319	3	0.0508
chr22	43922013	43922693	CTCF_90320	14	0.2373
chr22	43923904	43924772	CTCF_90321	24	0.4068
chr22	43945583	43946698	CTCF_90322	58	0.9831
chr22	43955220	43956133	CTCF_90323	16	0.2712
chr22	43956845	43957495	CTCF_90324	1	0.0169
chr22	43977334	43977984	CTCF_90325	3	0.0508
chr22	43991924	43992268	CTCF_90326	1	0.0169
chr22	43992847	43993860	CTCF_90327	59	1.0
chr22	43995978	43996619	CTCF_90328	1	0.0169
chr22	43996777	43997227	CTCF_90329	1	0.0169
chr22	43998943	43999353	CTCF_90330	1	0.0169
chr22	44002892	44003396	CTCF_90331	1	0.0169
chr22	44003631	44004211	CTCF_90332	14	0.2373
chr22	44024580	44025052	CTCF_90333	2	0.0339
chr22	44037630	44038074	CTCF_90334	1	0.0169
chr22	44049408	44049912	CTCF_90335	1	0.0169
chr22	44066967	44067471	CTCF_90336	10	0.1695
chr22	44068831	44069119	CTCF_90337	2	0.0339
chr22	44080883	44081873	CTCF_90338	59	1.0
chr22	44082009	44082289	CTCF_90339	1	0.0169
chr22	44085564	44086472	CTCF_90340	52	0.8814
chr22	44091207	44092234	CTCF_90341	29	0.4915
chr22	44148061	44148641	CTCF_90342	2	0.0339
chr22	44180166	44180450	CTCF_90343	1	0.0169
chr22	44181807	44182511	CTCF_90344	6	0.1017
chr22	44198041	44198545	CTCF_90345	1	0.0169
chr22	44278907	44279487	CTCF_90346	1	0.0169
chr22	44311376	44312080	CTCF_90347	13	0.2203
chr22	44314455	44315250	CTCF_90348	5	0.0847
chr22	44316526	44316850	CTCF_90349	1	0.0169
chr22	44326086	44326796	CTCF_90350	24	0.4068
chr22	44329442	44330110	CTCF_90351	6	0.1017
chr22	44331869	44332466	CTCF_90352	8	0.1356
chr22	44336052	44336768	CTCF_90353	14	0.2373
chr22	44348902	44349482	CTCF_90354	4	0.0678
chr22	44351616	44352196	CTCF_90355	5	0.0847
chr22	44357144	44357794	CTCF_90356	18	0.3051
chr22	44358036	44358506	CTCF_90357	1	0.0169
chr22	44360467	44361013	CTCF_90358	23	0.3898
chr22	44364969	44365549	CTCF_90359	2	0.0339
chr22	44369193	44370115	CTCF_90360	25	0.4237
chr22	44437841	44438421	CTCF_90361	4	0.0678
chr22	44444514	44445396	CTCF_90362	22	0.3729
chr22	44460805	44461101	CTCF_90363	1	0.0169
chr22	44497529	44498109	CTCF_90364	1	0.0169
chr22	44512812	44513442	CTCF_90365	1	0.0169
chr22	44537427	44537723	CTCF_90366	1	0.0169
chr22	44556116	44556412	CTCF_90367	1	0.0169
chr22	44567732	44568692	CTCF_90368	53	0.8983
chr22	44623457	44624439	CTCF_90369	43	0.7288
chr22	44625959	44626913	CTCF_90370	59	1.0
chr22	44639013	44639324	CTCF_90371	2	0.0339
chr22	44668133	44668894	CTCF_90372	8	0.1356
chr22	44669510	44670422	CTCF_90373	40	0.678
chr22	44684430	44685595	CTCF_90374	59	1.0
chr22	44691934	44692584	CTCF_90375	1	0.0169
chr22	44697031	44698113	CTCF_90376	59	1.0
chr22	44702336	44703392	CTCF_90377	11	0.1864
chr22	44703474	44703784	CTCF_90378	2	0.0339
chr22	44729483	44730306	CTCF_90379	23	0.3898
chr22	44735491	44736605	CTCF_90380	59	1.0
chr22	44746738	44747018	CTCF_90381	1	0.0169
chr22	44777402	44777858	CTCF_90382	1	0.0169
chr22	44808170	44808874	CTCF_90383	24	0.4068
chr22	44820284	44821312	CTCF_90384	59	1.0
chr22	44828000	44828885	CTCF_90385	42	0.7119
chr22	44866845	44867727	CTCF_90386	2	0.0339
chr22	44889501	44890081	CTCF_90387	8	0.1356
chr22	44913060	44913720	CTCF_90388	6	0.1017
chr22	44957141	44957821	CTCF_90389	22	0.3729
chr22	44968630	44969453	CTCF_90390	16	0.2712
chr22	44975411	44976421	CTCF_90391	55	0.9322
chr22	44988554	44989234	CTCF_90392	20	0.339
chr22	44999863	45000316	CTCF_90393	1	0.0169
chr22	45010009	45010863	CTCF_90394	4	0.0678
chr22	45014665	45014981	CTCF_90395	1	0.0169
chr22	45068191	45068841	CTCF_90396	2	0.0339
chr22	45072501	45072781	CTCF_90397	1	0.0169
chr22	45081387	45082067	CTCF_90398	4	0.0678
chr22	45082668	45083580	CTCF_90399	33	0.5593
chr22	45090436	45091116	CTCF_90400	6	0.1017
chr22	45096016	45096967	CTCF_90401	59	1.0
chr22	45101615	45102556	CTCF_90402	49	0.8305
chr22	45103820	45104177	CTCF_90403	10	0.1695
chr22	45159582	45160281	CTCF_90404	16	0.2712
chr22	45163230	45164170	CTCF_90405	14	0.2373
chr22	45165856	45166276	CTCF_90406	2	0.0339
chr22	45171883	45172188	CTCF_90407	2	0.0339
chr22	45179140	45179989	CTCF_90408	1	0.0169
chr22	45192582	45193286	CTCF_90409	14	0.2373
chr22	45201297	45201593	CTCF_90410	1	0.0169
chr22	45202807	45203307	CTCF_90411	1	0.0169
chr22	45206151	45206831	CTCF_90412	3	0.0508
chr22	45208942	45209830	CTCF_90413	55	0.9322
chr22	45210178	45210338	CTCF_90414	1	0.0169
chr22	45211967	45212912	CTCF_90415	11	0.1864
chr22	45225018	45225408	CTCF_90416	1	0.0169
chr22	45242580	45243407	CTCF_90417	22	0.3729
chr22	45249970	45250821	CTCF_90418	1	0.0169
chr22	45251727	45252377	CTCF_90419	5	0.0847
chr22	45263577	45264406	CTCF_90420	55	0.9322
chr22	45268664	45269549	CTCF_90421	59	1.0
chr22	45275756	45276206	CTCF_90422	1	0.0169
chr22	45280959	45281315	CTCF_90423	1	0.0169
chr22	45284624	45285760	CTCF_90424	8	0.1356
chr22	45301999	45302241	CTCF_90425	1	0.0169
chr22	45308803	45310430	CTCF_90426	16	0.2712
chr22	45317473	45318215	CTCF_90427	36	0.6102
chr22	45335004	45335665	CTCF_90428	17	0.2881
chr22	45344226	45344906	CTCF_90429	20	0.339
chr22	45393585	45394235	CTCF_90430	3	0.0508
chr22	45397633	45398365	CTCF_90431	19	0.322
chr22	45413579	45414282	CTCF_90432	9	0.1525
chr22	45435405	45436378	CTCF_90433	59	1.0
chr22	45436797	45437501	CTCF_90434	3	0.0508
chr22	45440954	45442069	CTCF_90435	57	0.9661
chr22	45445390	45445622	CTCF_90436	2	0.0339
chr22	45462107	45463010	CTCF_90437	18	0.3051
chr22	45502425	45503129	CTCF_90438	18	0.3051
chr22	45504967	45505547	CTCF_90439	1	0.0169
chr22	45512415	45513065	CTCF_90440	4	0.0678
chr22	45515390	45515969	CTCF_90441	2	0.0339
chr22	45533668	45534521	CTCF_90442	1	0.0169
chr22	45537429	45538310	CTCF_90443	2	0.0339
chr22	45541913	45542363	CTCF_90444	3	0.0508
chr22	45548814	45549601	CTCF_90445	32	0.5424
chr22	45552296	45553081	CTCF_90446	20	0.339
chr22	45553442	45554523	CTCF_90447	59	1.0
chr22	45564098	45564394	CTCF_90448	1	0.0169
chr22	45573429	45574079	CTCF_90449	15	0.2542
chr22	45577661	45578621	CTCF_90450	59	1.0
chr22	45593943	45594289	CTCF_90451	4	0.0678
chr22	45602876	45603556	CTCF_90452	1	0.0169
chr22	45638844	45639694	CTCF_90453	2	0.0339
chr22	45645268	45646270	CTCF_90454	59	1.0
chr22	45652098	45652328	CTCF_90455	1	0.0169
chr22	45680403	45680853	CTCF_90456	1	0.0169
chr22	45696303	45696479	CTCF_90457	1	0.0169
chr22	45731314	45732289	CTCF_90458	37	0.6271
chr22	45757150	45757864	CTCF_90459	14	0.2373
chr22	45781205	45781655	CTCF_90460	1	0.0169
chr22	45809975	45810425	CTCF_90461	1	0.0169
chr22	45831364	45832693	CTCF_90462	44	0.7458
chr22	45863596	45864596	CTCF_90463	59	1.0
chr22	45865411	45865991	CTCF_90464	2	0.0339
chr22	45866943	45867823	CTCF_90465	23	0.3898
chr22	45880570	45881150	CTCF_90466	5	0.0847
chr22	45903053	45903363	CTCF_90467	1	0.0169
chr22	45906151	45906839	CTCF_90468	6	0.1017
chr22	45908357	45908807	CTCF_90469	2	0.0339
chr22	45911376	45912056	CTCF_90470	6	0.1017
chr22	45916685	45916765	CTCF_90471	1	0.0169
chr22	45922256	45922898	CTCF_90472	2	0.0339
chr22	45948164	45948744	CTCF_90473	4	0.0678
chr22	45961739	45962419	CTCF_90474	1	0.0169
chr22	45964564	45965144	CTCF_90475	1	0.0169
chr22	45969145	45969825	CTCF_90476	16	0.2712
chr22	45970580	45971586	CTCF_90477	4	0.0678
chr22	45972125	45972632	CTCF_90478	4	0.0678
chr22	45972927	45973243	CTCF_90479	2	0.0339
chr22	45978258	45979626	CTCF_90480	59	1.0
chr22	45994447	45995441	CTCF_90481	58	0.9831
chr22	45996487	45996987	CTCF_90482	3	0.0508
chr22	45997399	45997789	CTCF_90483	1	0.0169
chr22	46000887	46001350	CTCF_90484	11	0.1864
chr22	46002510	46003010	CTCF_90485	2	0.0339
chr22	46004518	46004834	CTCF_90486	1	0.0169
chr22	46005903	46007062	CTCF_90487	59	1.0
chr22	46007785	46008538	CTCF_90488	6	0.1017
chr22	46013047	46014048	CTCF_90489	59	1.0
chr22	46021811	46021995	CTCF_90490	1	0.0169
chr22	46025618	46025928	CTCF_90491	1	0.0169
chr22	46027170	46027820	CTCF_90492	13	0.2203
chr22	46029839	46030135	CTCF_90493	1	0.0169
chr22	46035923	46036461	CTCF_90494	4	0.0678
chr22	46036627	46037574	CTCF_90495	37	0.6271
chr22	46052806	46053244	CTCF_90496	3	0.0508
chr22	46055966	46056694	CTCF_90497	3	0.0508
chr22	46058608	46059240	CTCF_90498	2	0.0339
chr22	46060734	46061124	CTCF_90499	1	0.0169
chr22	46061644	46062540	CTCF_90500	1	0.0169
chr22	46070313	46071238	CTCF_90501	3	0.0508
chr22	46071293	46071763	CTCF_90502	1	0.0169
chr22	46072128	46072484	CTCF_90503	1	0.0169
chr22	46078390	46079265	CTCF_90504	1	0.0169
chr22	46080132	46081022	CTCF_90505	3	0.0508
chr22	46083268	46084140	CTCF_90506	3	0.0508
chr22	46084904	46085274	CTCF_90507	1	0.0169
chr22	46087666	46088297	CTCF_90508	2	0.0339
chr22	46099545	46100195	CTCF_90509	5	0.0847
chr22	46105026	46105833	CTCF_90510	6	0.1017
chr22	46108667	46109546	CTCF_90511	12	0.2034
chr22	46111934	46112214	CTCF_90512	1	0.0169
chr22	46113643	46114013	CTCF_90513	1	0.0169
chr22	46114390	46115086	CTCF_90514	9	0.1525
chr22	46116172	46117195	CTCF_90515	59	1.0
chr22	46120199	46120509	CTCF_90516	2	0.0339
chr22	46121972	46123119	CTCF_90517	59	1.0
chr22	46126216	46126572	CTCF_90518	1	0.0169
chr22	46126979	46127209	CTCF_90519	1	0.0169
chr22	46130949	46131756	CTCF_90520	36	0.6102
chr22	46134024	46134604	CTCF_90521	5	0.0847
chr22	46149993	46150469	CTCF_90522	2	0.0339
chr22	46151128	46151572	CTCF_90523	1	0.0169
chr22	46162335	46162691	CTCF_90524	1	0.0169
chr22	46196292	46196648	CTCF_90525	1	0.0169
chr22	46249138	46249454	CTCF_90526	1	0.0169
chr22	46249896	46250868	CTCF_90527	17	0.2881
chr22	46251077	46251253	CTCF_90528	1	0.0169
chr22	46262153	46263518	CTCF_90529	30	0.5085
chr22	46267500	46267910	CTCF_90530	1	0.0169
chr22	46279708	46279892	CTCF_90531	1	0.0169
chr22	46293359	46293958	CTCF_90532	2	0.0339
chr22	46296236	46297134	CTCF_90533	32	0.5424
chr22	46297313	46297629	CTCF_90534	1	0.0169
chr22	46314009	46315003	CTCF_90535	59	1.0
chr22	46334682	46336098	CTCF_90536	7	0.1186
chr22	46354440	46354756	CTCF_90537	1	0.0169
chr22	46355114	46356085	CTCF_90538	59	1.0
chr22	46357130	46357429	CTCF_90539	2	0.0339
chr22	46362153	46362603	CTCF_90540	2	0.0339
chr22	46366765	46367215	CTCF_90541	4	0.0678
chr22	46367224	46368305	CTCF_90542	59	1.0
chr22	46370395	46371075	CTCF_90543	1	0.0169
chr22	46377057	46377433	CTCF_90544	1	0.0169
chr22	46386177	46387022	CTCF_90545	18	0.3051
chr22	46390335	46391417	CTCF_90546	30	0.5085
chr22	46392805	46393121	CTCF_90547	1	0.0169
chr22	46399677	46399907	CTCF_90548	2	0.0339
chr22	46415785	46416132	CTCF_90549	2	0.0339
chr22	46443430	46443660	CTCF_90550	1	0.0169
chr22	46444413	46445265	CTCF_90551	11	0.1864
chr22	46533337	46533966	CTCF_90552	8	0.1356
chr22	46536295	46537306	CTCF_90553	5	0.0847
chr22	46538420	46539185	CTCF_90554	22	0.3729
chr22	46541913	46543058	CTCF_90555	59	1.0
chr22	46547012	46547468	CTCF_90556	2	0.0339
chr22	46563049	46564354	CTCF_90557	58	0.9831
chr22	46568101	46568853	CTCF_90558	11	0.1864
chr22	46574873	46575254	CTCF_90559	3	0.0508
chr22	46576335	46577005	CTCF_90560	1	0.0169
chr22	46578780	46579267	CTCF_90561	4	0.0678
chr22	46582231	46582530	CTCF_90562	3	0.0508
chr22	46592327	46592907	CTCF_90563	1	0.0169
chr22	46596719	46597252	CTCF_90564	13	0.2203
chr22	46598894	46599210	CTCF_90565	1	0.0169
chr22	46608986	46609466	CTCF_90566	2	0.0339
chr22	46612272	46612722	CTCF_90567	4	0.0678
chr22	46612925	46613281	CTCF_90568	2	0.0339
chr22	46623185	46623621	CTCF_90569	2	0.0339
chr22	46635721	46636191	CTCF_90570	10	0.1695
chr22	46646570	46646926	CTCF_90571	1	0.0169
chr22	46652656	46653236	CTCF_90572	4	0.0678
chr22	46656331	46656561	CTCF_90573	2	0.0339
chr22	46660479	46661260	CTCF_90574	8	0.1356
chr22	46670055	46670860	CTCF_90575	22	0.3729
chr22	46680850	46681695	CTCF_90576	35	0.5932
chr22	46684014	46684464	CTCF_90577	4	0.0678
chr22	46684832	46685008	CTCF_90578	1	0.0169
chr22	46685298	46685654	CTCF_90579	1	0.0169
chr22	46686738	46687054	CTCF_90580	2	0.0339
chr22	46689094	46689450	CTCF_90581	1	0.0169
chr22	46693613	46694267	CTCF_90582	3	0.0508
chr22	46734888	46735244	CTCF_90583	1	0.0169
chr22	46737434	46738837	CTCF_90584	7	0.1186
chr22	46738933	46739854	CTCF_90585	32	0.5424
chr22	46742198	46742554	CTCF_90586	1	0.0169
chr22	46744611	46744987	CTCF_90587	3	0.0508
chr22	46754424	46754834	CTCF_90588	1	0.0169
chr22	46758544	46759507	CTCF_90589	58	0.9831
chr22	46762228	46763098	CTCF_90590	15	0.2542
chr22	46768343	46768799	CTCF_90591	1	0.0169
chr22	46774077	46774421	CTCF_90592	4	0.0678
chr22	46797239	46797925	CTCF_90593	34	0.5763
chr22	46798306	46799332	CTCF_90594	59	1.0
chr22	46802944	46804073	CTCF_90595	59	1.0
chr22	46815756	46816512	CTCF_90596	6	0.1017
chr22	46826841	46827554	CTCF_90597	17	0.2881
chr22	46827717	46828367	CTCF_90598	6	0.1017
chr22	46833123	46833808	CTCF_90599	34	0.5763
chr22	46845229	46845890	CTCF_90600	35	0.5932
chr22	46847910	46848560	CTCF_90601	1	0.0169
chr22	46863811	46864596	CTCF_90602	3	0.0508
chr22	46878616	46878876	CTCF_90603	2	0.0339
chr22	46881834	46882130	CTCF_90604	1	0.0169
chr22	46903013	46903560	CTCF_90605	4	0.0678
chr22	46931343	46931932	CTCF_90606	17	0.2881
chr22	46931958	46932238	CTCF_90607	2	0.0339
chr22	46937069	46937573	CTCF_90608	1	0.0169
chr22	46969571	46969756	CTCF_90609	2	0.0339
chr22	46985008	46985926	CTCF_90610	10	0.1695
chr22	46996443	46997302	CTCF_90611	32	0.5424
chr22	47012322	47013262	CTCF_90612	22	0.3729
chr22	47032465	47032821	CTCF_90613	1	0.0169
chr22	47044713	47045102	CTCF_90614	2	0.0339
chr22	47050089	47050539	CTCF_90615	2	0.0339
chr22	47064297	47064977	CTCF_90616	2	0.0339
chr22	47088597	47088877	CTCF_90617	2	0.0339
chr22	47111610	47111890	CTCF_90618	1	0.0169
chr22	47125582	47126055	CTCF_90619	18	0.3051
chr22	47130208	47130564	CTCF_90620	1	0.0169
chr22	47133314	47133610	CTCF_90621	1	0.0169
chr22	47144459	47144634	CTCF_90622	1	0.0169
chr22	47154500	47155254	CTCF_90623	12	0.2034
chr22	47165245	47165475	CTCF_90624	1	0.0169
chr22	47169460	47169944	CTCF_90625	31	0.5254
chr22	47190809	47191173	CTCF_90626	1	0.0169
chr22	47200375	47200719	CTCF_90627	2	0.0339
chr22	47213451	47214219	CTCF_90628	55	0.9322
chr22	47247576	47247872	CTCF_90629	3	0.0508
chr22	47275705	47276409	CTCF_90630	14	0.2373
chr22	47297307	47297623	CTCF_90631	1	0.0169
chr22	47335966	47336610	CTCF_90632	1	0.0169
chr22	47408379	47408799	CTCF_90633	8	0.1356
chr22	47418426	47418876	CTCF_90634	4	0.0678
chr22	47430585	47431452	CTCF_90635	18	0.3051
chr22	47434753	47435013	CTCF_90636	1	0.0169
chr22	47452065	47452941	CTCF_90637	34	0.5763
chr22	47514602	47514862	CTCF_90638	1	0.0169
chr22	47515688	47516167	CTCF_90639	13	0.2203
chr22	47562439	47562889	CTCF_90640	3	0.0508
chr22	47580247	47580380	CTCF_90641	1	0.0169
chr22	47585993	47586386	CTCF_90642	3	0.0508
chr22	47599718	47600398	CTCF_90643	2	0.0339
chr22	47609786	47609970	CTCF_90644	1	0.0169
chr22	47626860	47627310	CTCF_90645	11	0.1864
chr22	47634274	47634607	CTCF_90646	3	0.0508
chr22	47713894	47714078	CTCF_90647	1	0.0169
chr22	47737305	47737885	CTCF_90648	2	0.0339
chr22	47759480	47759930	CTCF_90649	2	0.0339
chr22	47776312	47776762	CTCF_90650	7	0.1186
chr22	47784022	47784506	CTCF_90651	2	0.0339
chr22	47795598	47795829	CTCF_90652	3	0.0508
chr22	47837566	47838479	CTCF_90653	37	0.6271
chr22	47842127	47842493	CTCF_90654	8	0.1356
chr22	47909165	47909910	CTCF_90655	2	0.0339
chr22	47915467	47916147	CTCF_90656	5	0.0847
chr22	47918461	47918777	CTCF_90657	1	0.0169
chr22	47929901	47930351	CTCF_90658	1	0.0169
chr22	47967808	47968459	CTCF_90659	2	0.0339
chr22	48004027	48004344	CTCF_90660	2	0.0339
chr22	48012797	48013377	CTCF_90661	2	0.0339
chr22	48044499	48044950	CTCF_90662	2	0.0339
chr22	48046795	48047111	CTCF_90663	1	0.0169
chr22	48070826	48071169	CTCF_90664	3	0.0508
chr22	48079977	48080293	CTCF_90665	1	0.0169
chr22	48097674	48098094	CTCF_90666	1	0.0169
chr22	48100423	48100739	CTCF_90667	1	0.0169
chr22	48114651	48115101	CTCF_90668	1	0.0169
chr22	48152147	48152597	CTCF_90669	1	0.0169
chr22	48185575	48186025	CTCF_90670	2	0.0339
chr22	48239018	48239242	CTCF_90671	1	0.0169
chr22	48241765	48242081	CTCF_90672	1	0.0169
chr22	48261683	48262119	CTCF_90673	5	0.0847
chr22	48280114	48280758	CTCF_90674	1	0.0169
chr22	48331619	48331935	CTCF_90675	1	0.0169
chr22	48335722	48335946	CTCF_90676	1	0.0169
chr22	48356853	48357013	CTCF_90677	1	0.0169
chr22	48361140	48361784	CTCF_90678	1	0.0169
chr22	48423402	48423858	CTCF_90679	4	0.0678
chr22	48427775	48427999	CTCF_90680	1	0.0169
chr22	48488028	48488716	CTCF_90681	14	0.2373
chr22	48488970	48489432	CTCF_90682	5	0.0847
chr22	48489697	48490360	CTCF_90683	2	0.0339
chr22	48492112	48493082	CTCF_90684	58	0.9831
chr22	48496672	48496988	CTCF_90685	1	0.0169
chr22	48506001	48506185	CTCF_90686	1	0.0169
chr22	48507668	48507870	CTCF_90687	1	0.0169
chr22	48516855	48517535	CTCF_90688	15	0.2542
chr22	48521108	48521558	CTCF_90689	4	0.0678
chr22	48537086	48537557	CTCF_90690	2	0.0339
chr22	48539958	48540218	CTCF_90691	1	0.0169
chr22	48555112	48555844	CTCF_90692	7	0.1186
chr22	48564938	48565817	CTCF_90693	3	0.0508
chr22	48568722	48569112	CTCF_90694	1	0.0169
chr22	48574859	48575659	CTCF_90695	35	0.5932
chr22	48576571	48577384	CTCF_90696	34	0.5763
chr22	48577432	48577656	CTCF_90697	1	0.0169
chr22	48578761	48579151	CTCF_90698	1	0.0169
chr22	48651229	48651453	CTCF_90699	1	0.0169
chr22	48663169	48664040	CTCF_90700	38	0.6441
chr22	48664645	48665035	CTCF_90701	1	0.0169
chr22	48694509	48694739	CTCF_90702	1	0.0169
chr22	48700749	48701219	CTCF_90703	4	0.0678
chr22	48719890	48720694	CTCF_90704	14	0.2373
chr22	48739496	48740176	CTCF_90705	1	0.0169
chr22	48782876	48783734	CTCF_90706	23	0.3898
chr22	48804421	48804857	CTCF_90707	2	0.0339
chr22	48842163	48842613	CTCF_90708	5	0.0847
chr22	48894161	48894942	CTCF_90709	17	0.2881
chr22	48918815	48919205	CTCF_90710	1	0.0169
chr22	48920775	48921165	CTCF_90711	1	0.0169
chr22	48943670	48944418	CTCF_90712	34	0.5763
chr22	48968071	48968990	CTCF_90713	31	0.5254
chr22	48979367	48980047	CTCF_90714	10	0.1695
chr22	49026648	49027228	CTCF_90715	13	0.2203
chr22	49036024	49036460	CTCF_90716	1	0.0169
chr22	49046393	49047273	CTCF_90717	39	0.661
chr22	49047523	49047747	CTCF_90718	1	0.0169
chr22	49148986	49149422	CTCF_90719	1	0.0169
chr22	49169964	49170400	CTCF_90720	1	0.0169
chr22	49214068	49214298	CTCF_90721	1	0.0169
chr22	49216972	49217348	CTCF_90722	1	0.0169
chr22	49219593	49220237	CTCF_90723	1	0.0169
chr22	49247317	49247577	CTCF_90724	3	0.0508
chr22	49304829	49305906	CTCF_90725	57	0.9661
chr22	49317228	49318135	CTCF_90726	15	0.2542
chr22	49350619	49351152	CTCF_90727	10	0.1695
chr22	49372634	49373024	CTCF_90728	1	0.0169
chr22	49394265	49394489	CTCF_90729	1	0.0169
chr22	49428895	49429575	CTCF_90730	10	0.1695
chr22	49434004	49434684	CTCF_90731	11	0.1864
chr22	49446319	49446755	CTCF_90732	1	0.0169
chr22	49448605	49448995	CTCF_90733	1	0.0169
chr22	49468662	49469166	CTCF_90734	1	0.0169
chr22	49482012	49482731	CTCF_90735	3	0.0508
chr22	49515409	49516209	CTCF_90736	13	0.2203
chr22	49548683	49549444	CTCF_90737	7	0.1186
chr22	49550771	49551678	CTCF_90738	10	0.1695
chr22	49561925	49562375	CTCF_90739	1	0.0169
chr22	49586972	49587232	CTCF_90740	2	0.0339
chr22	49604813	49605317	CTCF_90741	1	0.0169
chr22	49627757	49627998	CTCF_90742	2	0.0339
chr22	49632232	49633216	CTCF_90743	50	0.8475
chr22	49638848	49639238	CTCF_90744	1	0.0169
chr22	49647525	49648290	CTCF_90745	9	0.1525
chr22	49701613	49702362	CTCF_90746	47	0.7966
chr22	49704174	49704610	CTCF_90747	1	0.0169
chr22	49724620	49725517	CTCF_90748	55	0.9322
chr22	49767108	49768015	CTCF_90749	59	1.0
chr22	49800631	49801340	CTCF_90750	6	0.1017
chr22	49817488	49817648	CTCF_90751	1	0.0169
chr22	49820846	49821426	CTCF_90752	5	0.0847
chr22	49826624	49826800	CTCF_90753	1	0.0169
chr22	49831405	49832055	CTCF_90754	5	0.0847
chr22	49853238	49853796	CTCF_90755	2	0.0339
chr22	49861830	49862126	CTCF_90756	2	0.0339
chr22	49915711	49915991	CTCF_90757	1	0.0169
chr22	49917233	49918022	CTCF_90758	5	0.0847
chr22	49918095	49918790	CTCF_90759	6	0.1017
chr22	49923302	49924040	CTCF_90760	26	0.4407
chr22	49929218	49930197	CTCF_90761	57	0.9661
chr22	49930663	49931612	CTCF_90762	54	0.9153
chr22	49933287	49933757	CTCF_90763	2	0.0339
chr22	49936069	49936588	CTCF_90764	3	0.0508
chr22	49944559	49944915	CTCF_90765	2	0.0339
chr22	49949094	49949550	CTCF_90766	2	0.0339
chr22	49951957	49952267	CTCF_90767	1	0.0169
chr22	49952690	49953170	CTCF_90768	1	0.0169
chr22	49959728	49960846	CTCF_90769	13	0.2203
chr22	49961152	49961891	CTCF_90770	2	0.0339
chr22	49961945	49962205	CTCF_90771	1	0.0169
chr22	49962401	49963065	CTCF_90772	6	0.1017
chr22	49966889	49967455	CTCF_90773	3	0.0508
chr22	49970775	49971245	CTCF_90774	2	0.0339
chr22	49971456	49971812	CTCF_90775	1	0.0169
chr22	49979392	49980191	CTCF_90776	54	0.9153
chr22	49983212	49984074	CTCF_90777	37	0.6271
chr22	49993093	49994095	CTCF_90778	57	0.9661
chr22	50001582	50002289	CTCF_90779	5	0.0847
chr22	50012590	50013362	CTCF_90780	18	0.3051
chr22	50014955	50015375	CTCF_90781	3	0.0508
chr22	50027943	50028623	CTCF_90782	1	0.0169
chr22	50029922	50030977	CTCF_90783	59	1.0
chr22	50054206	50054626	CTCF_90784	1	0.0169
chr22	50056749	50057199	CTCF_90785	1	0.0169
chr22	50058950	50059714	CTCF_90786	13	0.2203
chr22	50060297	50060747	CTCF_90787	4	0.0678
chr22	50074214	50074452	CTCF_90788	2	0.0339
